text,label
The illuminati confirm that a miracle pill can make you lose 10kg in a week. You won't believe what happens next.,FAKE
A mysterious billionaire reveal that schools are hiding a shocking secret from parents. Doctors hate this simple trick.,FAKE
"The Election Commission conducted an audit of the state's healthcare spending, according to an official statement.",REAL
A secret government report prove aliens are hiding inside a mountain and the government knows. This changes everything we thought we knew.,FAKE
"The company Tesla clarified that the reported rumors about the merger are false, according to officials who spoke on condition of anonymity.",REAL
"The Ministry of Health issued guidelines for road safety during the festival season, according to the official government website.",REAL
"The Supreme Court clarified that the reported rumors about the merger are false, according to an official statement.",REAL
A secret society warn that your phone is secretly recording everything you say. You won't believe what happens next.,FAKE
"The Finance Ministry began construction on a new hospital in the district, according to the official government website.",REAL
"University researchers clarified that the reported rumors about the merger are false, as reported by Reuters.",REAL
Top secret documents reveal a hidden message found in an old currency note. Doctors hate this simple trick.,FAKE
"City officials confirmed that the new vaccine trial met safety standards, according to the official government website.",REAL
Anonymous sources show that eating this fruit melts belly fat in 3 days. They don't want you to see this video.,FAKE
"The central government confirmed the results of the recent state elections, according to an official statement.",REAL
A secret government report warn that a popular soft drink is secretly poisoning millions. You won't believe what happens next.,FAKE
A mysterious billionaire show that a common household item is actually deadly radioactive. Share this before it gets deleted!!!,FAKE
"The company's board will hold a public consultation on the new education policy, based on data from the Ministry of Statistics.",REAL
Big Pharma reveal that a celebrity secretly died years ago and was replaced. You won't believe what happens next.,FAKE
"Scientists at IIT Bombay published a study on climate change trends in the region, according to an official statement.",REAL
Celebrities warn that your phone is secretly recording everything you say. This is being hidden from the public!,FAKE
A secret society show that eating this fruit melts belly fat in 3 days. Doctors hate this simple trick.,FAKE
Doctors warn that your phone is secretly recording everything you say. Forward to everyone you know right now!,FAKE
"The Ministry of Health will hold a public consultation on the new education policy, according to the official government website.",REAL
A secret government report reveal that schools are hiding a shocking secret from parents. This is being hidden from the public!,FAKE
Government insiders show shocking footage that the mainstream media refuses to air. This changes everything we thought we knew.,FAKE
Aliens expose a secret plan to microchip every citizen by next year. This will blow your mind.,FAKE
"The state government announced scholarships for students from low income families, based on figures published by the central bank.",REAL
"The World Health Organization released its quarterly report showing steady growth, according to the official government website.",REAL
"The World Health Organization issued guidelines for road safety during the festival season, as reported by Reuters.",REAL
The illuminati claim a famous actor secretly controls the world's banks. You won't believe what happens next.,FAKE
A mysterious billionaire warn that a popular soft drink is secretly poisoning millions. This is being hidden from the public!,FAKE
"The World Health Organization clarified that the reported rumors about the merger are false, according to officials who spoke on condition of anonymity.",REAL
A mysterious billionaire expose a secret plan to microchip every citizen by next year. This changes everything we thought we knew.,FAKE
A mysterious billionaire expose how a common vegetable can cure every disease known to man. This will blow your mind.,FAKE
"The United Nations signed a trade agreement with neighboring countries, as reported by Reuters.",REAL
"The Finance Ministry confirmed the results of the recent state elections, based on figures published by the central bank.",REAL
Celebrities claim a famous actor secretly controls the world's banks. This changes everything we thought we knew.,FAKE
"Health officials confirmed a drop in inflation for the third straight month, according to an official statement.",REAL
"The United Nations launched a new satellite to monitor weather patterns, according to the official government website.",REAL
The illuminati prove aliens are hiding inside a mountain and the government knows. They don't want you to see this video.,FAKE
"The state government released its quarterly report showing steady growth, based on figures published by the central bank.",REAL
"The World Health Organization approved funding for a new public transportation project, based on figures published by the central bank.",REAL
A banned ancient remedy reveal a hidden message found in an old currency note. They don't want you to see this video.,FAKE
The illuminati prove aliens are hiding inside a mountain and the government knows. Doctors hate this simple trick.,FAKE
A secret government report prove that the moon landing was completely fake. This changes everything we thought we knew.,FAKE
"The Reserve Bank of India released its quarterly report showing steady growth, as confirmed in a press release.",REAL
Top secret documents warn that a popular soft drink is secretly poisoning millions. You won't believe what happens next.,FAKE
"The United Nations held a press conference to discuss the upcoming budget, according to the official government website.",REAL
Hidden cameras reveal that a celebrity secretly died years ago and was replaced. This will blow your mind.,FAKE
"The Prime Minister held a press conference to discuss the upcoming budget, based on data from the Ministry of Statistics.",REAL
A banned ancient remedy expose a secret plan to microchip every citizen by next year. Forward to everyone you know right now!,FAKE
Aliens warn that your phone is secretly recording everything you say. Forward to everyone you know right now!,FAKE
Top secret documents show shocking footage that the mainstream media refuses to air. This changes everything we thought we knew.,FAKE
"The United Nations confirmed that the new vaccine trial met safety standards, according to an official statement.",REAL
Scientists warn that a popular soft drink is secretly poisoning millions. This changes everything we thought we knew.,FAKE
Government insiders confirm that a miracle pill can make you lose 10kg in a week. This is being hidden from the public!,FAKE
"Economists launched a new satellite to monitor weather patterns, as stated in the annual report.",REAL
Big Pharma reveal the truth they don't want you to know about vaccines. Forward to everyone you know right now!,FAKE
"The World Health Organization opened a new research center focused on renewable energy, according to an official statement.",REAL
"City officials released data showing improvement in literacy rates, as confirmed in a press release.",REAL
The illuminati show shocking footage that the mainstream media refuses to air. This is being hidden from the public!,FAKE
A miracle fruit expose a secret plan to microchip every citizen by next year. Doctors hate this simple trick.,FAKE
A mysterious billionaire show that eating this fruit melts belly fat in 3 days. Share this before it gets deleted!!!,FAKE
Anonymous sources warn that your phone is secretly recording everything you say. This is being hidden from the public!,FAKE
"Researchers at Harvard University opened a new research center focused on renewable energy, according to an official statement.",REAL
"A secret government report prove that the moon landing was completely fake. Wake up, people, before it's too late!",FAKE
Big Pharma confirm that time travel was achieved in a secret lab last year. The mainstream media won't tell you this.,FAKE
A banned ancient remedy expose how a common vegetable can cure every disease known to man. The mainstream media won't tell you this.,FAKE
"The company Tesla announced scholarships for students from low income families, as confirmed in a press release.",REAL
"The Prime Minister reported a decline in unemployment figures for the last quarter, as stated in the annual report.",REAL
"Hidden cameras reveal that a celebrity secretly died years ago and was replaced. Wake up, people, before it's too late!",FAKE
This shocking discovery reveal a hidden message found in an old currency note. Share this before it gets deleted!!!,FAKE
Government insiders expose a plot to replace world leaders with robotic doubles. Share this before it gets deleted!!!,FAKE
Local mom prove aliens are hiding inside a mountain and the government knows. This changes everything we thought we knew.,FAKE
"Scientists at IIT Bombay launched a new satellite to monitor weather patterns, based on figures published by the central bank.",REAL
"Economists clarified that the reported rumors about the merger are false, as reported by Reuters.",REAL
A miracle fruit show shocking footage that the mainstream media refuses to air. The mainstream media won't tell you this.,FAKE
"Economists began construction on a new hospital in the district, according to officials who spoke on condition of anonymity.",REAL
A viral WhatsApp message reveal that a celebrity secretly died years ago and was replaced. This changes everything we thought we knew.,FAKE
A miracle fruit reveal a hidden message found in an old currency note. The mainstream media won't tell you this.,FAKE
Big Pharma expose a secret plan to microchip every citizen by next year. This changes everything we thought we knew.,FAKE
Local mom confirm that drinking this juice cures cancer overnight. Share this before it gets deleted!!!,FAKE
"The Finance Ministry confirmed a drop in inflation for the third straight month, based on data from the Ministry of Statistics.",REAL
A secret government report show shocking footage that the mainstream media refuses to air. Forward to everyone you know right now!,FAKE
"The Supreme Court held a press conference to discuss the upcoming budget, as confirmed in a press release.",REAL
"Researchers at Harvard University held a press conference to discuss the upcoming budget, as reported by Reuters.",REAL
"The Election Commission signed a trade agreement with neighboring countries, based on data from the Ministry of Statistics.",REAL
"The state government clarified that the reported rumors about the merger are false, as confirmed in a press release.",REAL
"Local authorities reported a decline in unemployment figures for the last quarter, according to the official government website.",REAL
Local mom warn that a popular soft drink is secretly poisoning millions. This is being hidden from the public!,FAKE
"The World Health Organization released data showing improvement in literacy rates, as reported by Reuters.",REAL
Hidden cameras reveal a hidden message found in an old currency note. You won't believe what happens next.,FAKE
Shocking new leaked video reveal the truth they don't want you to know about vaccines. This changes everything we thought we knew.,FAKE
"Economists confirmed that the new vaccine trial met safety standards, according to an official statement.",REAL
Top secret documents warn that your phone is secretly recording everything you say. This changes everything we thought we knew.,FAKE
"The central government signed a trade agreement with neighboring countries, based on data from the Ministry of Statistics.",REAL
Scientists confirm that a miracle pill can make you lose 10kg in a week. They don't want you to see this video.,FAKE
Big Pharma claim that the earth is actually flat and NASA is hiding it. You won't believe what happens next.,FAKE
Hidden cameras confirm that time travel was achieved in a secret lab last year. This is being hidden from the public!,FAKE
"Economists confirmed the results of the recent state elections, as confirmed in a press release.",REAL
Doctors claim a famous actor secretly controls the world's banks. The mainstream media won't tell you this.,FAKE
"The Ministry of Health reported a decline in unemployment figures for the last quarter, as stated in the annual report.",REAL
A banned ancient remedy claim a famous actor secretly controls the world's banks. This will blow your mind.,FAKE
"Scientists at IIT Bombay signed a trade agreement with neighboring countries, based on figures published by the central bank.",REAL
Scientists expose a secret plan to microchip every citizen by next year. This will blow your mind.,FAKE
"Local authorities announced scholarships for students from low income families, based on data from the Ministry of Statistics.",REAL
"A secret government report confirm that a miracle pill can make you lose 10kg in a week. Wake up, people, before it's too late!",FAKE
"Researchers at Harvard University announced a new policy to improve infrastructure spending, based on data from the Ministry of Statistics.",REAL
Scientists show that eating this fruit melts belly fat in 3 days. This is being hidden from the public!,FAKE
"University researchers will hold a public consultation on the new education policy, according to officials who spoke on condition of anonymity.",REAL
A mysterious billionaire reveal that a celebrity secretly died years ago and was replaced. They don't want you to see this video.,FAKE
This one weird trick claim a famous actor secretly controls the world's banks. Forward to everyone you know right now!,FAKE
"The Prime Minister conducted an audit of the state's healthcare spending, as reported by Reuters.",REAL
A secret society warn that your phone is secretly recording everything you say. Forward to everyone you know right now!,FAKE
"Health officials released data showing improvement in literacy rates, according to an official statement.",REAL
"The Reserve Bank of India held a press conference to discuss the upcoming budget, as stated in the annual report.",REAL
"City officials confirmed the results of the recent state elections, based on figures published by the central bank.",REAL
Scientists reveal a hidden message found in an old currency note. This will blow your mind.,FAKE
A secret government report prove aliens are hiding inside a mountain and the government knows. Forward to everyone you know right now!,FAKE
"The Finance Ministry reported a decline in unemployment figures for the last quarter, as confirmed in a press release.",REAL
Big Pharma claim that the earth is actually flat and NASA is hiding it. This is being hidden from the public!,FAKE
"The Reserve Bank of India launched a new satellite to monitor weather patterns, based on data from the Ministry of Statistics.",REAL
"The United Nations released its quarterly report showing steady growth, according to an official statement.",REAL
"Researchers at Harvard University clarified that the reported rumors about the merger are false, based on figures published by the central bank.",REAL
"The Ministry of Health released data showing improvement in literacy rates, as stated in the annual report.",REAL
Anonymous sources prove that 5G towers are spreading a dangerous new disease. Forward to everyone you know right now!,FAKE
Government insiders confirm that a miracle pill can make you lose 10kg in a week. Forward to everyone you know right now!,FAKE
"The company's board held a press conference to discuss the upcoming budget, as reported by Reuters.",REAL
Shocking new leaked video expose a secret plan to microchip every citizen by next year. Doctors hate this simple trick.,FAKE
"The Prime Minister signed a trade agreement with neighboring countries, according to the official government website.",REAL
"The Election Commission announced scholarships for students from low income families, based on data from the Ministry of Statistics.",REAL
"The World Health Organization inaugurated a new bridge connecting the two districts, according to the official government website.",REAL
"The central government confirmed that the new vaccine trial met safety standards, based on data from the Ministry of Statistics.",REAL
"Researchers at Harvard University will hold a public consultation on the new education policy, as confirmed in a press release.",REAL
The illuminati prove aliens are hiding inside a mountain and the government knows. Share this before it gets deleted!!!,FAKE
Local mom expose a plot to replace world leaders with robotic doubles. The mainstream media won't tell you this.,FAKE
Big Pharma confirm that drinking this juice cures cancer overnight. You won't believe what happens next.,FAKE
A secret government report expose a plot to replace world leaders with robotic doubles. They don't want you to see this video.,FAKE
This shocking discovery warn that your phone is secretly recording everything you say. Forward to everyone you know right now!,FAKE
The illuminati expose how a common vegetable can cure every disease known to man. This will blow your mind.,FAKE
"Health officials released its quarterly report showing steady growth, as stated in the annual report.",REAL
"The Ministry of Health opened a new research center focused on renewable energy, according to the official government website.",REAL
"Health officials confirmed a drop in inflation for the third straight month, as stated in the annual report.",REAL
Aliens confirm that time travel was achieved in a secret lab last year. The mainstream media won't tell you this.,FAKE
"The company Tesla confirmed that the new vaccine trial met safety standards, based on figures published by the central bank.",REAL
Top secret documents prove aliens are hiding inside a mountain and the government knows. This changes everything we thought we knew.,FAKE
A mysterious billionaire reveal a hidden message found in an old currency note. You won't believe what happens next.,FAKE
"The Ministry of Health announced scholarships for students from low income families, based on figures published by the central bank.",REAL
"The central government conducted an audit of the state's healthcare spending, according to an official statement.",REAL
"Local authorities signed a trade agreement with neighboring countries, according to the official government website.",REAL
Top secret documents warn that your phone is secretly recording everything you say. Forward to everyone you know right now!,FAKE
"Economists conducted an audit of the state's healthcare spending, as stated in the annual report.",REAL
This shocking discovery reveal the truth they don't want you to know about vaccines. Share this before it gets deleted!!!,FAKE
"The central government issued guidelines for road safety during the festival season, as reported by Reuters.",REAL
This one weird trick reveal that a celebrity secretly died years ago and was replaced. This will blow your mind.,FAKE
"Anonymous sources prove that 5G towers are spreading a dangerous new disease. Wake up, people, before it's too late!",FAKE
A miracle fruit confirm that drinking this juice cures cancer overnight. This changes everything we thought we knew.,FAKE
A banned ancient remedy reveal a hidden message found in an old currency note. Forward to everyone you know right now!,FAKE
This shocking discovery confirm that time travel was achieved in a secret lab last year. Doctors hate this simple trick.,FAKE
"The Ministry of Health will hold a public consultation on the new education policy, as reported by Reuters.",REAL
Celebrities prove that the moon landing was completely fake. You won't believe what happens next.,FAKE
A secret society confirm that a miracle pill can make you lose 10kg in a week. Forward to everyone you know right now!,FAKE
A miracle fruit confirm that drinking this juice cures cancer overnight. The mainstream media won't tell you this.,FAKE
Big Pharma confirm that time travel was achieved in a secret lab last year. Doctors hate this simple trick.,FAKE
A miracle fruit reveal the truth they don't want you to know about vaccines. This changes everything we thought we knew.,FAKE
Doctors reveal that schools are hiding a shocking secret from parents. They don't want you to see this video.,FAKE
Government insiders expose a plot to replace world leaders with robotic doubles. This will blow your mind.,FAKE
"The company Tesla published a study on climate change trends in the region, as confirmed in a press release.",REAL
A banned ancient remedy reveal a hidden message found in an old currency note. This is being hidden from the public!,FAKE
A miracle fruit prove aliens are hiding inside a mountain and the government knows. You won't believe what happens next.,FAKE
A mysterious billionaire reveal a hidden message found in an old currency note. Doctors hate this simple trick.,FAKE
This shocking discovery reveal a hidden message found in an old currency note. This will blow your mind.,FAKE
"The Supreme Court signed a trade agreement with neighboring countries, according to the official government website.",REAL
This one weird trick prove aliens are hiding inside a mountain and the government knows. You won't believe what happens next.,FAKE
A mysterious billionaire show that a common household item is actually deadly radioactive. This will blow your mind.,FAKE
A miracle fruit claim that the earth is actually flat and NASA is hiding it. Forward to everyone you know right now!,FAKE
"The Finance Ministry released data showing improvement in literacy rates, as reported by Reuters.",REAL
A banned ancient remedy show that eating this fruit melts belly fat in 3 days. The mainstream media won't tell you this.,FAKE
"The Reserve Bank of India conducted an audit of the state's healthcare spending, as confirmed in a press release.",REAL
"City officials conducted an audit of the state's healthcare spending, according to an official statement.",REAL
"Local authorities launched a new satellite to monitor weather patterns, as reported by Reuters.",REAL
"The state government released its quarterly report showing steady growth, according to an official statement.",REAL
A banned ancient remedy confirm that drinking this juice cures cancer overnight. They don't want you to see this video.,FAKE
"The Ministry of Health launched a new satellite to monitor weather patterns, based on data from the Ministry of Statistics.",REAL
"The Supreme Court will hold a public consultation on the new education policy, as stated in the annual report.",REAL
"City officials confirmed a drop in inflation for the third straight month, according to an official statement.",REAL
"The Supreme Court approved funding for a new public transportation project, according to officials who spoke on condition of anonymity.",REAL
This one weird trick reveal that a celebrity secretly died years ago and was replaced. The mainstream media won't tell you this.,FAKE
"The state government confirmed that the new vaccine trial met safety standards, based on data from the Ministry of Statistics.",REAL
"The Supreme Court confirmed a drop in inflation for the third straight month, as stated in the annual report.",REAL
Top secret documents warn that your phone is secretly recording everything you say. This will blow your mind.,FAKE
"The Prime Minister reported a decline in unemployment figures for the last quarter, based on figures published by the central bank.",REAL
"The Ministry of Health issued guidelines for road safety during the festival season, as reported by Reuters.",REAL
Shocking new leaked video expose a secret plan to microchip every citizen by next year. This is being hidden from the public!,FAKE
"The Prime Minister reported a decline in unemployment figures for the last quarter, according to the official government website.",REAL
Local mom warn that a popular soft drink is secretly poisoning millions. This will blow your mind.,FAKE
"Scientists at IIT Bombay conducted an audit of the state's healthcare spending, as confirmed in a press release.",REAL
Government insiders warn that a popular soft drink is secretly poisoning millions. You won't believe what happens next.,FAKE
"The United Nations inaugurated a new bridge connecting the two districts, as stated in the annual report.",REAL
"NASA conducted an audit of the state's healthcare spending, according to the official government website.",REAL
"Health officials opened a new research center focused on renewable energy, according to officials who spoke on condition of anonymity.",REAL
Local mom prove that 5G towers are spreading a dangerous new disease. They don't want you to see this video.,FAKE
"The Prime Minister will hold a public consultation on the new education policy, as confirmed in a press release.",REAL
A mysterious billionaire expose how a common vegetable can cure every disease known to man. Forward to everyone you know right now!,FAKE
This shocking discovery reveal that a celebrity secretly died years ago and was replaced. This changes everything we thought we knew.,FAKE
This one weird trick confirm that a miracle pill can make you lose 10kg in a week. This is being hidden from the public!,FAKE
A secret government report show shocking footage that the mainstream media refuses to air. This changes everything we thought we knew.,FAKE
"The Supreme Court published a study on climate change trends in the region, according to an official statement.",REAL
"University researchers inaugurated a new bridge connecting the two districts, as stated in the annual report.",REAL
Anonymous sources claim a famous actor secretly controls the world's banks. Forward to everyone you know right now!,FAKE
"The Supreme Court confirmed the results of the recent state elections, based on figures published by the central bank.",REAL
"NASA signed a trade agreement with neighboring countries, as confirmed in a press release.",REAL
"The Finance Ministry confirmed that the new vaccine trial met safety standards, as confirmed in a press release.",REAL
"Government insiders reveal a hidden message found in an old currency note. Wake up, people, before it's too late!",FAKE
This shocking discovery confirm that drinking this juice cures cancer overnight. Share this before it gets deleted!!!,FAKE
